Playlist,Channel Number,Total Channels in Playlist,Channel Status,Group Name,Channel Name,Channel ID,Codec,Bit Rate (kbps),Resolution,Frame Rate,Audio,Error Reason
all_channels.m3u,412,737,Alive,Russia,Zvezda Plus HD (1080p),playlist.m3u8,H264,N/A,1080p,25,138 kbps AAC,
all_channels.m3u,420,737,Dead,Sports,Fast&FunBox (Russia) HD (1080p),index.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 404
all_channels.m3u,414,737,Alive,Russia [Geo],Tsargrad TV (1080p) [Geo-blocked],index.m3u8?e=2070278263&s=is_mLq_kjPYLsOJ4qj85tw&scheme=https,H264,N/A,1080p,24,130 kbps AAC,
all_channels.m3u,421,737,Alive,Sports,Setanta Sports 1 Eurasia (1080p),index.m3u8,H264,N/A,1080p,25,134 kbps AAC,
all_channels.m3u,422,737,Alive,Sports,Setanta Sports 2 Eurasia (1080p),index.m3u8,H264,N/A,1080p,25,204 kbps AAC,
all_channels.m3u,410,737,Alive,Russia,Za! TV,25.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,423,737,Alive,Sports,Sport 1 Baltic (1080p),index.m3u8,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,418,737,Alive,Sports,Belarus-5 (1080p) [Not 24/7],playlist.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,424,737,Alive,Sports,Sportivnyy (1080p),index.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,425,737,Alive,Sports,Trace Sport Stars Russia (720p),mono.m3u8,H264,N/A,SD,25,196 kbps AAC,
all_channels.m3u,426,737,Alive,Travel,Travelxp Russia (1080p),index.m3u8,H264,N/A,1080p,25,137 kbps AAC,
all_channels.m3u,430,737,Alive,Undefined,TDK 42,playlist.m3u8,H264,N/A,720p,25,135 kbps AAC,
all_channels.m3u,428,737,Alive,Undefined,Dacha (1080p),playlist.m3u8,H264,N/A,1080p,50,127 kbps AAC,
all_channels.m3u,429,737,Alive,Undefined,RAZ 3 International,playlist.m3u8,H264,N/A,1080p,25,127 kbps AAC,
all_channels.m3u,419,737,Dead,Sports,Belarus-5 Internet (1080p) [Not 24/7],playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 504
all_channels.m3u,433,737,Geoblocked,Undefined,Vremya (720p),Vremya.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,427,737,Alive,Undefined,Arkhyz 24 (1080p),playlist.m3u8,H264,N/A,1080p,25,128 kbps AAC,
all_channels.m3u,431,737,Dead,Undefined,TVK (Russia) (576p),playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,SSL/TLS error
all_channels.m3u,432,737,Alive,Undefined,Vitebsk,playlist.m3u8,H264,N/A,720p,25,133 kbps AAC,
all_channels.m3u,435,737,Alive,Unknown Group,2-step,2step96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,434,737,Alive,Unknown Group,10's Dance,201096.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,436,737,Alive,Unknown Group,60's Dance,cadillac96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,437,737,Alive,Unknown Group,70's Dance,197096.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,438,737,Alive,Unknown Group,A State of Trance,asot96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,439,737,Alive,Unknown Group,Afro House,afro96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,440,737,Alive,Unknown Group,Ambient,ambient96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,441,737,Alive,Unknown Group,Armin van Buuren,armin96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,442,737,Alive,Unknown Group,Bass House,jackin96.aacp,Audio Only,N/A,Audio Only,,94 kbps AAC,
all_channels.m3u,443,737,Alive,Unknown Group,Beach Party,beach96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,445,737,Alive,Unknown Group,Black Rap,yo96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,444,737,Alive,Unknown Group,Big Hits,bighits96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,446,737,Alive,Unknown Group,Breaks,brks96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,447,737,Alive,Unknown Group,Chill House,chillhouse96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,448,737,Alive,Unknown Group,Chill-Out,chil96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,451,737,Alive,Unknown Group,CineMan,index.m3u8,H264,N/A,1080p,24,196 kbps AAC,
all_channels.m3u,452,737,Alive,Unknown Group,CineMan Action,index.m3u8,H264,N/A,1080p,24,196 kbps AAC,
all_channels.m3u,453,737,Alive,Unknown Group,CineMan Marvel,index.m3u8,H264,N/A,1080p,24,163 kbps AAC,
all_channels.m3u,454,737,Alive,Unknown Group,CineMan MiniSeries,index.m3u8,H264,N/A,1080p,24,197 kbps AAC,
all_channels.m3u,455,737,Alive,Unknown Group,CineMan Premium,index.m3u8,H264,N/A,1080p,24,384 kbps AC3,
all_channels.m3u,456,737,Alive,Unknown Group,Cineman Relax 4K,index.m3u8,H264,N/A,4K,30,195 kbps AAC,
all_channels.m3u,449,737,Alive,Unknown Group,Christmas,christmas96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,450,737,Alive,Unknown Group,Christmas Chill,christmaschill96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,457,737,Alive,Unknown Group,CineMan Thriller,index.m3u8,H264,N/A,1080p,24,171 kbps AAC,
all_channels.m3u,458,737,Alive,Unknown Group,CineMan Top,index.m3u8,H264,N/A,1080p,24,163 kbps AAC,
all_channels.m3u,459,737,Alive,Unknown Group,CineMan VHS,index.m3u8,H264,N/A,1080p,60,197 kbps AAC,
all_channels.m3u,460,737,Alive,Unknown Group,CineMan Катастрофы,index.m3u8,H264,N/A,1080p,24,197 kbps AAC,
all_channels.m3u,462,737,Alive,Unknown Group,CineMan Комедия,index.m3u8,H264,N/A,1080p,24,163 kbps AAC,
all_channels.m3u,463,737,Alive,Unknown Group,CineMan Криминальные Сериалы,index.m3u8,H264,N/A,1080p,25,200 kbps AAC,
all_channels.m3u,465,737,Alive,Unknown Group,CineMan Мелодрама,index.m3u8,H264,N/A,1080p,24,199 kbps AAC,
all_channels.m3u,466,737,Alive,Unknown Group,CineMan Ментовские войны,index.m3u8,H264,N/A,1080p,25,165 kbps AAC,
all_channels.m3u,461,737,Alive,Unknown Group,CineMan Комедийные Сериалы,index.m3u8,Unknown,Unknown,Unknown,,197 kbps AAC,
all_channels.m3u,467,737,Alive,Unknown Group,CineMan ПёС + Лихач,index.m3u8,H264,N/A,1080p,25,163 kbps AAC,
all_channels.m3u,468,737,Alive,Unknown Group,CineMan РуКино,index.m3u8,H264,N/A,1080p,24,195 kbps AAC,
all_channels.m3u,464,737,Alive,Unknown Group,CineMan Лесник,index.m3u8,H264,N/A,1080p,25,Unknown,
all_channels.m3u,469,737,Alive,Unknown Group,CineMan Сваты,index.m3u8,H264,N/A,1080p,25,163 kbps AAC,
all_channels.m3u,470,737,Alive,Unknown Group,CineMan Симпсоны,index.m3u8,H264,N/A,1080p,24,162 kbps AAC,
all_channels.m3u,471,737,Alive,Unknown Group,CineMan Скорая Помощь,index.m3u8,H264,N/A,1080p,24,160 kbps AAC,
all_channels.m3u,472,737,Alive,Unknown Group,CineMan Ужасы,index.m3u8,H264,N/A,1080p,24,163 kbps AAC,
all_channels.m3u,473,737,Alive,Unknown Group,CineMan Фитнес,index.m3u8,H264,N/A,1080p,24,195 kbps AAC,
all_channels.m3u,474,737,Alive,Unknown Group,Complextro,complextro96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,475,737,Alive,Unknown Group,D'n'B Classics,drumhits96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,476,737,Alive,Unknown Group,Dancecore,dc96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,477,737,Alive,Unknown Group,Darkside,darkside96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,478,737,Alive,Unknown Group,David Guetta,guetta96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,479,737,Alive,Unknown Group,Deep,deep96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,480,737,Alive,Unknown Group,Disco/Funk,discofunk96.aacp,Audio Only,N/A,Audio Only,,94 kbps AAC,
all_channels.m3u,481,737,Alive,Unknown Group,DJ Gvozd,djgvozd96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,482,737,Alive,Unknown Group,DJ Цветкоff,tsvetkov96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,483,737,Alive,Unknown Group,Dream Dance,dream96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,484,737,Alive,Unknown Group,Dream Pop,dreampop96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,485,737,Alive,Unknown Group,Dubstep,dub96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,486,737,Alive,Unknown Group,EDM,club96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,487,737,Alive,Unknown Group,EDM Classics,edmhits96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,488,737,Alive,Unknown Group,Electro,elect96.aacp,Audio Only,N/A,Audio Only,,96 kbps AAC,
all_channels.m3u,490,737,Alive,Unknown Group,Feel,feel96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,489,737,Alive,Unknown Group,Eurodance,eurodance96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,491,737,Alive,Unknown Group,Festivals,livedjsets96.aacp,Audio Only,N/A,Audio Only,,94 kbps AAC,
all_channels.m3u,492,737,Alive,Unknown Group,Future Bass,fbass96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
all_channels.m3u,493,737,Alive,Unknown Group,Future House,fut96.aacp,Audio Only,N/A,Audio Only,,95 kbps AAC,
